channel_short,date,topic,text,clean_text,label_name
postnauka,2026-05-08T15:53:01+00:00,1,"Лазерный **луч состоит из фотонов** — элементарных квантов света. Когда он падает на фотодетектор, каждый **фотон создает электроны** — электрический ток, который можно измерить. Казалось бы, для стабильного лазера этот поток должен быть равномерным, но это не так: из-за квантовых свойств света **количество фотонов в каждый конкретный момент слегка флуктуирует**, то немного больше, то немного меньше. Соответственно, и электрический ток в детекторе тоже флуктуирует. Эти флуктуации называют **дробовым шумом** — по аналогии с тем, как дробинки в ведре производят при падении случайный шум, а не равномерный звук.

**Как физики научились управлять квантовым шумом света и почему без этого не было бы гравитационно-волновой астрономии? **Объясняет Ph.D. по оптическим наукам Михаил Коробко: https://postnauka.org/longreads/158021",лазерный луч состоит из фотонов элементарных квантов света когда он падает на фотодетектор каждый фотон создает электроны электрический ток который можно измерить казалось бы для стабильного лазера этот поток должен быть равномерным но это не так из за квантовых свойств света количество фотонов в каждый конкретный момент слегка флуктуирует то немного больше то немного меньше соответственно и электрический ток в детекторе тоже флуктуирует эти флуктуации называют дробовым шумом по аналогии с тем как дробинки в ведре производят при падении случайный шум а не равномерный звук как физики научились управлять квантовым шумом света и почему без этого не было бы гравитационно волновой астрономии объясняет ph d по оптическим наукам михаил коробко,Наука и техника
postnauka,2026-02-04T05:18:04+00:00,1,"Записные книги учёных часто фиксируют не итоги, а процесс: неудачные гипотезы, усталость, раздражение от бытовых мелочей, внезапные озарения. **Дневники возвращают науку к её человеческому измерению: **за каждым «эврика» — сомнения, за каждой гипотезой — интерес к окружающему. 

Собрали подборку книг, которые напоминают, что **познание — не холодный расчет, а живой диалог** с миром: https://postnauka.org/5-books/157855",записные книги учёных часто фиксируют не итоги а процесс неудачные гипотезы усталость раздражение от бытовых мелочей внезапные озарения дневники возвращают науку к её человеческому измерению за каждым эврика сомнения за каждой гипотезой интерес к окружающему собрали подборку книг которые напоминают что познание не холодный расчет а живой диалог с миром,Наука и техника
nplusone,2026-05-23T05:44:22+00:00,1,"Пережившая уже вторую модернизацию обновленная сверхтяжелая ракета Starship успешно [слетала](https://nplus1.ru/news/2026/05/23/starship-12-end) в космос. Несмотря на проблемы с двигателями обеих ступеней, вторая ступень развернула полезную нагрузку, а заодно пережила возвращение в атмосферу и смогла приводниться в океане

#Космонавтика | *3.5",пережившая уже вторую модернизацию обновленная сверхтяжелая ракета starship успешно слетала в космос несмотря на проблемы с двигателями обеих ступеней вторая ступень развернула полезную нагрузку а заодно пережила возвращение в атмосферу и смогла приводниться в океане 3 5,Наука и техника
postnauka,2026-04-18T06:09:01+00:00,1,"Подборка недели!

🎙[Научное мышление, эвристики и матрицы Цвикки](https://youtu.be/Lw8lQUK1Si8) | Ивар ft. Владимир Спиридонов

📝[Квантовые симуляторы:](https://postnauka.org/longreads/158003) природа как вычислительная машина

📝[Научные сверхдержавы и закат академических империй:](https://postnauka.org/longreads/157999) как мировая наука распределяется между странами 

📝[Когда ценности становятся традицией: ](http://postnauka.org/longreads/158000)проблема исторической дистанции  

[📝5 фактов о ядах:](http://postnauka.org/lists/158001) от змеиных нейротоксинов до модного детокса

📝[Тест про эвристики:](http://postnauka.org/tests/158002) как мы решаем задачи, не замечая этого 

#PNweekly",подборка недели научное мышление эвристики и матрицы цвикки ивар ft владимир спиридонов квантовые симуляторы природа как вычислительная машина научные сверхдержавы и закат академических империй как мировая наука распределяется между странами когда ценности становятся традицией исторической дистанции 5 фактов о ядах от змеиных нейротоксинов до модного детокса тест про эвристики как мы решаем задачи не замечая этого,Наука и техника
nplusone,2026-04-22T11:40:16+00:00,1,"**Ветер-ветер, ты могуч... Сильный ветер во время грозы способствовал тому, что на северо-востоке Италии обнаружили два раннесредневековых захоронения.**

Случайный прохожий заметил, что среди корней поваленного дерева лежит человеческий череп. В непосредственной близости от черепа aрхеологи [обнаружили](https://nplus1.ru/news/2026/04/22/two-early-medieval-burials) другие части скелета, принадлежащие взрослой женщине, которая умерла в возрасте примерно 25–35 лет. 

Рядом с этой могилой находилась еще одна, принaдлежaщaя мужчине 25-40 лет. Вместе с ним исследователи нашли ряд предметов: глиняный сосуд, металлические заклепки и короткий железный меч скрамасакс, который использовался в эпохи Великого переселения народов и раннего Средневековья, в том числе германскими воинами. 

Радиоуглеродный анализ показал, что женский скелет относится приблизительно к 431–570 годам нашей эры, а мужской — к 528–610 годам нашей эры. Вполне вероятно, что оба захоронения относятся ко временам, когда на север современной Италии вторглись лангобарды

#Археология | #Антропология | *2.5

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",ветер ветер ты могуч сильный ветер во время грозы способствовал тому что на северо востоке италии обнаружили два раннесредневековых захоронения случайный прохожий заметил что среди корней поваленного дерева лежит человеческий череп в непосредственной близости от черепа aрхеологи обнаружили другие части скелета принадлежащие взрослой женщине которая умерла в возрасте примерно 25 35 лет рядом с этой могилой находилась еще одна принaдлежaщaя мужчине 25 40 лет вместе с ним исследователи нашли ряд предметов глиняный сосуд металлические заклепки и короткий железный меч скрамасакс который использовался в эпохи великого переселения народов и раннего средневековья в том числе германскими воинами радиоуглеродный анализ показал что женский скелет относится приблизительно к 431 570 годам нашей эры а мужской к 528 610 годам нашей эры вполне вероятно что оба захоронения относятся ко временам когда на север современной италии вторглись лангобарды 2 5 подпишитесь на n 1,Наука и техника
nplusone,2026-05-08T14:32:58+00:00,1,"**Кетамин существенно уменьшает суицидальные и депрессивные симптомы при большом депрессивном эпизоде уже в течение первых часов после применения**. 

Это[ выяснили](https://nplus1.ru/news/2026/05/08/rapid-ketamine) ученые из Германии, Канады, Кореи и США, которые провели систематический обзор и метаанализ клинических испытаний с общим участием 1166 пациентов.

626 из них получили кетамин однократно или многократно, остальные 540 — пассивное или активное плацебо. У участников, получивших кетамин однократно, наблюдалось существенное уменьшение суицидальных симптомов по сравнению с получившими плацебо через 24 часа и через месяц. У получивших препарат многократно аналогичный эффект наблюдался к концу лечения. После однократного применения наблюдалось значимое уменьшение депрессивных симптомов через четыре часа, 24 часа, три дня и неделю, а после многократных — и к концу терапии

#Медицина | #Психология | *1.4

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",кетамин существенно уменьшает суицидальные и депрессивные симптомы при большом депрессивном эпизоде уже в течение первых часов после применения это выяснили ученые из германии канады кореи и сша которые провели систематический обзор и метаанализ клинических испытаний с общим участием 1166 пациентов 626 из них получили кетамин однократно или многократно остальные 540 пассивное или активное плацебо у участников получивших кетамин однократно наблюдалось существенное уменьшение суицидальных симптомов по сравнению с получившими плацебо через 24 часа и через месяц у получивших препарат многократно аналогичный эффект наблюдался к концу лечения после однократного применения наблюдалось значимое уменьшение депрессивных симптомов через четыре часа 24 часа три дня и неделю а после многократных и к концу терапии 1 4 подпишитесь на n 1,Наука и техника
nplusone,2026-04-19T05:15:09+00:00,1,"**📮Воскресный дайджест. Собрали в одном месте все самое интересное за прошедшую неделю**

🤤 Ученые [выяснили](https://nplus1.ru/news/2026/04/16/olfactory-habituation), что **из-за** **привыкания к запаху корма аппетит кошек снижается**, а восстановить его может смена корма или даже просто запах новой еды**
**
🤤 **Искусственные** **подсластители** [изменяют](https://nplus1.ru/news/2026/04/15/intergenerational-sweeteners) у мышей состав кишечной микробиоты, синтез короткоцепочечных жирных кислот и экспрессию генов в кишечнике и печени. Некоторые изменения передаются потомкaм

🤤 Американский энтомолог [обнаружил](https://nplus1.ru/news/2026/04/15/cleaner-ant-arizona-desert) в аризонской пустыне первых известных **муравьев-чистильщиков**

🤤 Норвежские врачи [сообщили](https://nplus1.ru/news/2026/04/13/norway-patient-hiv) о **новом случае избавления от ВИЧ**! Речь идет о 63-летнем мужчине, которому пересадили стволовые клетки брата-носителя мутации рецептора ВИЧ, препятствующей заражению клеток

🤤Американские ученые [позадавали](https://nplus1.ru/news/2026/04/16/confidence-certainty-misinformation) **медицинские** **вопросы** пяти популярным **чатботам** и получили весьма безрадостные результаты

🤤 Швейцарские ученые [разработали](https://nplus1.ru/news/2026/04/16/mitocatch) систему для **доставки здоровых донорских митохондрий** в заданные типы клеток

🤤 В среду N + 1 исполнилось 11 лет. По этому поводу мы [подготовили](https://nplus1.ru/material/2026/04/15/n-plus-eleven) для вас подарок — **тест с одиннадцатью вопросами**. Вы легко пройдете его, если отличaетесь умом и сообрaзительностью

🤤 Однажды в процессе работы мы наткнулись на картинку, которая напомнила арт-директору Насте об апокалиптических пейзажах **«Конца Евангелиона»**. Так появилась идея собрать [галерею](https://nplus1.ru/material/2026/04/15/is-this-evangelion-reference) из случайных отсылок к классическому аниме Хидэаки Анно

🤤Собрали **лучшие кадры «Артемиды-2»**: солнечное затмение с орбиты спутника, земной серп и лунные кратеры. [Взгляните](https://nplus1.ru/material/2026/04/17/artemis-ii)!

#главноезанеделю",воскресный дайджест собрали в одном месте все самое интересное за прошедшую неделю ученые выяснили что из за привыкания к запаху корма аппетит кошек снижается а восстановить его может смена корма или даже просто запах новой еды искусственные подсластители изменяют у мышей состав кишечной микробиоты синтез короткоцепочечных жирных кислот и экспрессию генов в кишечнике и печени некоторые изменения передаются потомкaм американский энтомолог обнаружил в аризонской пустыне первых известных муравьев чистильщиков норвежские врачи сообщили о новом случае избавления от вич речь идет о 63 летнем мужчине которому пересадили стволовые клетки брата носителя мутации рецептора вич препятствующей заражению клеток американские ученые позадавали медицинские вопросы пяти популярным чатботам и получили весьма безрадостные результаты швейцарские ученые разработали систему для доставки здоровых донорских митохондрий в заданные типы клеток в среду n 1 исполнилось 11 лет по этому поводу мы подготовили для вас подарок тест с одиннадцатью вопросами вы легко пройдете его если отличaетесь умом и сообрaзительностью однажды в процессе работы мы наткнулись на картинку которая напомнила арт директору насте об апокалиптических пейзажах конца евангелиона так появилась идея собрать галерею из случайных отсылок к классическому аниме хидэаки анно собрали лучшие кадры артемиды 2 солнечное затмение с орбиты спутника земной серп и лунные кратеры взгляните,Наука и техника
nplusone,2026-05-04T14:12:35+00:00,1,"May the 4th be with you, друзья!

В честь дня «Звездных войн» нaпоминaем о нaшем крутом и почти литерaтуроведческом [мaтериaле](https://nplus1.ru/material/2019/05/03/starwars) про сюжеты сaги, a тaкже об очень-очень древней, но очень-очень интересной [подборке](https://nplus1.ru/blog/2017/05/04/the-force) темaтических новостей. 

Кстaти, кто-нибудь знaет, [о чем плачет Энакин Скайуокер](https://nplus1.ru/material/2025/04/30/in-the-melting-mood)?

#Мезонин

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",may the 4th be with you друзья в честь дня звездных войн нaпоминaем о нaшем крутом и почти литерaтуроведческом мaтериaле про сюжеты сaги a тaкже об очень очень древней но очень очень интересной подборке темaтических новостей кстaти кто нибудь знaет о чем плачет энакин скайуокер подпишитесь на n 1,Наука и техника
postnauka,2026-01-14T06:24:04+00:00,1,"Между уровнем развития науки и технологий в стране есть заметная связь — чем сильнее одно, тем, как правило, сильнее и другое. Это не случайно: **трудно построить наукоёмкую экономику с развитыми технологиями без существенного развития фундаментальной науки.**

При этом на графике видны отклонения от общей зависимости. **Почему отдельные страны оказываются выше или ниже линии корреляции **и по каким причинам? Объясняет доктор физико-математических наук Сергей Попов [в подкасте «Мыслить как учёный».](https://youtu.be/dPntG95ulPs)",между уровнем развития науки и технологий в стране есть заметная связь чем сильнее одно тем как правило сильнее и другое это не случайно трудно построить наукоёмкую экономику с развитыми технологиями без существенного развития фундаментальной науки при этом на графике видны отклонения от общей зависимости почему отдельные страны оказываются выше или ниже линии корреляции и по каким причинам объясняет доктор физико математических наук сергей попов в подкасте мыслить как учёный,Наука и техника
postnauka,2026-02-25T14:33:02+00:00,1,"Старение долго считалось неизбежностью, не требующей объяснений. Но сегодня его рассматривают как **процесс, который можно корректировать.**

Может ли **радикальное продление жизни стать реальностью**, и готов ли к этому человек? Разобраться поможет подборка материалов.

📝[Как индустрия долголетия меняет наше отношение к старению ](https://postnauka.org/longreads/157809)

📝[Клинический подход к лечению старения  ](https://postnauka.org/longreads/157845)

📝[Почему страх перед «неестественным» продлением жизни тормозит прогресс ](https://youtu.be/qiK-fGr9QSw)

📝[С чего начинается старение ](https://postnauka.org/video/155178)

📝[5 фактов о продлении жизни ](https://postnauka.org/lists/157383)

📝[Почему бороться со старением так сложно?](https://postnauka.org/faq/156474)",старение долго считалось неизбежностью не требующей объяснений но сегодня его рассматривают как процесс который можно корректировать может ли радикальное продление жизни стать реальностью и готов ли к этому человек разобраться поможет подборка материалов как индустрия долголетия меняет наше отношение к старению клинический подход к лечению старения почему страх перед неестественным продлением жизни тормозит прогресс с чего начинается старение 5 фактов о продлении жизни почему бороться со старением так сложно,Наука и техника
postnauka,2026-04-12T06:07:01+00:00,1,"**Международный день полёта человека в космос**

65 лет назад Юрий Гагарин первым из людей [совершил](https://postnauka.org/lists/156346) полёт в космическое пространство.

Запуск «Востока-1» состоялся 12 апреля 1961 года в 09:07. Гагарин не управлял кораблём, но имел код доступа к системе ручной навигации — на случай, если что-то пойдёт не так. Во время полёта он проводил базовые эксперименты, цель которых — выяснить, насколько удобно человеку выполнять простые действия в условиях невесомости. Он пробовал пить, есть, писать карандашом. Со всеми задачами удалось справиться, а карандаш и другие мелкие предметы он впоследствии предложил привязывать — чтобы не улетали.

Гагарин совершил один оборот вокруг Земли, продолжительность полёта составила 108 минут.

[5 фактов о космических полётах](https://postnauka.org/lists/157784)",международный день полёта человека в космос 65 лет назад юрий гагарин первым из людей совершил полёт в космическое пространство запуск востока 1 состоялся 12 апреля 1961 года в 09 07 гагарин не управлял кораблём но имел код доступа к системе ручной навигации на случай если что то пойдёт не так во время полёта он проводил базовые эксперименты цель которых выяснить насколько удобно человеку выполнять простые действия в условиях невесомости он пробовал пить есть писать карандашом со всеми задачами удалось справиться а карандаш и другие мелкие предметы он впоследствии предложил привязывать чтобы не улетали гагарин совершил один оборот вокруг земли продолжительность полёта составила 108 минут 5 фактов о космических полётах,Наука и техника
postnauka,2026-04-16T16:26:06+00:00,1,"«**Качественный сон, регулярные аэробные нагрузки и умеренное ограничение калорий **— эти факторы влияют на экспрессию тысяч генов системно, чего пока не может сделать ни один, даже самый умный препарат», — объясняет биолог Александр Панчин.

**Какие биологические механизмы старения наука уже умеет менять? **Обсуждаем в [подкасте](https://youtu.be/HU-jxZkuwYI?list=PLh6dVTO7f4FbMep18vRy-o92qPFLWKuRV).

__Слушать на других платформах: ____https://hipolink.net/postnauka__",качественный сон регулярные аэробные нагрузки и умеренное ограничение калорий эти факторы влияют на экспрессию тысяч генов системно чего пока не может сделать ни один даже самый умный препарат объясняет биолог александр панчин какие биологические механизмы старения наука уже умеет менять обсуждаем в подкасте слушать на других платформах,Наука и техника
nplusone,2026-05-14T08:50:12+00:00,1,"Как вы представляете кукушку, подбрасывающую яйцо в гнездо? Если кем-то достаточно пронырливым, чтобы скрыть свои темные делишки, то из [нового выпуска «Перста Фомы»](https://youtu.be/CxtdhJ3w0gc) вы узнаете, что это, скорее, похоже на ток-шоу, где все ссорятся и орут друг на друга, а кукушонок не факт, что дойдет до стадии вылупления. Также Андрей и Ирина обсуждают фуфлофор, атмосферу плутино и плачевные последствия амбиций гусей

📱 [VK Видео ](https://vkvideo.ru/video-91933860_456242390)
🔈 [Аудио](https://thomasfinger.mave.digital/ep-107)

#ПерстФомы | #Подкаст

🙄 [**Подпишитесь на N + 1**](https://t.me/nplusone)",как вы представляете кукушку подбрасывающую яйцо в гнездо если кем то достаточно пронырливым чтобы скрыть свои темные делишки то из нового выпуска перста фомы вы узнаете что это скорее похоже на ток шоу где все ссорятся и орут друг на друга а кукушонок не факт что дойдет до стадии вылупления также андрей и ирина обсуждают фуфлофор атмосферу плутино и плачевные последствия амбиций гусей vk видео аудио подпишитесь на n 1,Наука и техника
politica_media,2026-04-23T16:12:44+00:00,3,"**В России резко выросло число жалоб на домашнее насилие**

В 2025 году на Всероссийский телефон доверия поступило почти 24 тысячи обращений — на 40% больше, чем годом ранее.

🦙 [Популярная политика](http://t.me/politica_media) | [Поддержать](http://donate.fbk.info/smm)",в россии резко выросло число жалоб на домашнее насилие в 2025 году на всероссийский телефон доверия поступило почти 24 тысячи обращений на 40 больше чем годом ранее популярная политика поддержать,"Общество, государство, политика"
politica_media,2026-04-18T09:55:51+00:00,3,"❗️ **У власти проблемы. Что с рейтингом?**

Смотреть: https://youtu.be/uDPeGbB8_yU

Уровень доверия к Владимиру Путину продолжает снижаться — и это уже вынуждены фиксировать даже государственные социологи. По данным ВЦИОМ, падают не только рейтинги президента, но и поддержка власти в целом. Разбираем, насколько эти данные отражают реальность, можно ли вообще измерить общественное мнение в условиях страха и что показывают альтернативные исследования.
__
🚫 Не работает YouTube? Используйте __[__@rosvpnbot__](http://t.me/rosvpnbot?start=tg_pp)__**
**
____🦙____ __[Популярная политика](http://t.me/politica_media)__ __| [Поддержать](http://donate.fbk.info/smm)",у власти проблемы что с рейтингом смотреть уровень доверия к владимиру путину продолжает снижаться и это уже вынуждены фиксировать даже государственные социологи по данным вциом падают не только рейтинги президента но и поддержка власти в целом разбираем насколько эти данные отражают реальность можно ли вообще измерить общественное мнение в условиях страха и что показывают альтернативные исследования не работает youtube используйте популярная политика поддержать,"Общество, государство, политика"
politica_media,2026-04-24T16:55:15+00:00,3,"**Путин впервые прокомментировал блокировки интернета**

На совещании с членами правительства он объяснил отключения интернета «борьбой с терроризмом» и заявил, что «всегда в приоритете будет обеспечение безопасности людей».

🦙 [Популярная политика](http://t.me/politica_media) | [Поддержать](http://donate.fbk.info/smm)",путин впервые прокомментировал блокировки интернета на совещании с членами правительства он объяснил отключения интернета борьбой с терроризмом и заявил что всегда в приоритете будет обеспечение безопасности людей популярная политика поддержать,"Общество, государство, политика"
politica_media,2026-04-30T10:19:38+00:00,3,"❗️❕‼️🟥**🟧****ПУТИН ПРОСИТ ПЕРЕМИРИЯ | УНИЧТОЖЕНЫ ВЕРТОЛЁТЫ В ВОРОНЕЖСКОЙ ОБЛАСТИ | КАТАСТРОФА В МАГАДАНЕ**

Смотреть: https://youtu.be/J1tz-PuVksY**__
__**
Владимир Путин попросил о перемирии на 9 мая. Валентина Матвиенко призвала совладельца «Северстали» Алексея Мордашова помочь Вологодской области и «подтянуть что-то из офшоров» в Россию. А ВСУ нанесли ещё один удар по Перми.

__🚫 Не работает YouTube? Используйте __[__@rosvpnbot__](http://t.me/rosvpnbot?start=tg_pp)__
__
🦙 [Популярная политика](http://t.me/politica_media) | [Поддержать](http://donate.fbk.info/smm)",путин просит перемирия уничтожены вертолёты в воронежской области катастрофа в магадане смотреть владимир путин попросил о перемирии на 9 мая валентина матвиенко призвала совладельца северстали алексея мордашова помочь вологодской области и подтянуть что то из офшоров в россию а всу нанесли ещё один удар по перми не работает youtube используйте популярная политика поддержать,"Общество, государство, политика"
politica_media,2026-05-14T07:07:19+00:00,3,"**Роскошный отдых Путина**

Смотреть: youtu.be/ZKDBaRYx430

Много лет Владимиру Путину создавали образ трудоголика, который практически не берет отпусков, а если отдыхает — то по-простому, исключительно на охоте или рыбалке. Однако когда камеры рядом с Путиным выключаются, начинается его настоящий отдых — дорогие яхты и дачи, стриптиз-клубы и десятки охранников вокруг. 

Александр Макашенец рассказывает, как и где отдыхает Владимир Путин — и что изменилось в его отдыхе во время войны.

❗️ [Навальный LIVE](https://t.me/navalnylivechannel) | [Поддержать](http://donate.fbk.info/smm)",роскошный отдых путина смотреть youtu be zkdbaryx430 много лет владимиру путину создавали образ трудоголика который практически не берет отпусков а если отдыхает то по простому исключительно на охоте или рыбалке однако когда камеры рядом с путиным выключаются начинается его настоящий отдых дорогие яхты и дачи стриптиз клубы и десятки охранников вокруг александр макашенец рассказывает как и где отдыхает владимир путин и что изменилось в его отдыхе во время войны навальный live поддержать,"Общество, государство, политика"
politica_media,2026-05-15T12:09:52+00:00,3,"❗️ **Мобилизация в Чечне. Молодёжь тащат на войну**

Смотреть: https://youtu.be/eXaMIoTqMZI

«Новая газета Европа» опубликовала расследование о начале массовых мобилизационных рейдов в Чеченской республике. 

Ситуация в регионе резко обострилась: сообщается о похищениях молодых людей с целью вымогательства выкупа или принудительной отправки на фронт. Силовики устраивают засады на молодых людей, после чего задержанных доставляют в военкоматы и под угрозами принуждают к подписанию контрактов с Минобороны. По данным правозащитников, задержаны уже сотни человек. Сообщается о случаях гибели задержанных в отделах полиции. 

Что стоит за новой волной похищений и как изменилась модель мобилизации в республике? Обсудили ситуацию с правозащитником Мусой Ломаевым.
__
🚫 Не работает YouTube? Используйте __[__@rosvpnbot__](http://t.me/rosvpnbot?start=tg_pp)__**
**
____🦙____ __[Популярная политика](http://t.me/politica_media)__ __| [Поддержать](http://donate.fbk.info/smm)",мобилизация в чечне молодёжь тащат на войну смотреть новая газета европа опубликовала расследование о начале массовых мобилизационных рейдов в чеченской республике ситуация в регионе резко обострилась сообщается о похищениях молодых людей с целью вымогательства выкупа или принудительной отправки на фронт силовики устраивают засады на молодых людей после чего задержанных доставляют в военкоматы и под угрозами принуждают к подписанию контрактов с минобороны по данным правозащитников задержаны уже сотни человек сообщается о случаях гибели задержанных в отделах полиции что стоит за новой волной похищений и как изменилась модель мобилизации в республике обсудили ситуацию с правозащитником мусой ломаевым не работает youtube используйте популярная политика поддержать,"Общество, государство, политика"
politica_media,2026-05-19T16:03:54+00:00,3,"❗️❕‼️🟥🟧 **Крупнейшие ядерные учения Минобороны | Больницы отдают военным | Жителей Белгорода лишат выплат
**
Итоги дня: https://youtu.be/5iR5ru6utlg

Военные госпитали переполнены ранеными в Украине — под лечение «участников СВО» всё чаще отдают гражданские больницы. Минобороны объявило о начале крупнейших учений стратегических ядерных сил. А белгородцам отменили компенсации за повреждённые в результате атак автомобили — потому что закончились деньги.

__🚫 Не работает YouTube? Используйте __[__@rosvpnbot__](http://t.me/rosvpnbot?start=tg_pp)__
__
__🦙____ __[Популярная политика](http://t.me/politica_media)__ __| [Поддержать](http://donate.fbk.info/smm)",крупнейшие ядерные учения минобороны больницы отдают военным жителей белгорода лишат выплат итоги дня военные госпитали переполнены ранеными в украине под лечение участников сво всё чаще отдают гражданские больницы минобороны объявило о начале крупнейших учений стратегических ядерных сил а белгородцам отменили компенсации за повреждённые в результате атак автомобили потому что закончились деньги не работает youtube используйте популярная политика поддержать,"Общество, государство, политика"
