channel_short,date,forwards,replies,topic,text,views
d_code,2025-10-29T10:15:10+00:00,172.0,32.0,2,"Какой оператор самый безопасный? Согласно исследованию ComNews Research «Информационная безопасность абонентов сотовой связи», билайн второй год подряд признан самым безопасным оператором среди «большой четвёрки». Аналитики в числе прочего отметили у оператора: собственную антифрод-платформу; сбалансированное предложение услуг безопасности; сильные механизмы защиты от методов социальной инженерии; наличие Группы быстрого реагирования на мошеннические инциденты; количество банков, с которыми налажен обмен информацией по мошенническим номерам и звонкам. Также в ComNews Research отметили сильные стороны других операторов: У МТС — широкий перечень услуг безопасности в рамках базовых и бесплатных услуг, а также предлагает наибольшую максимальную сумму покрытия по услуге «Страхования от мошенничества». Также МТС имеет наибольший охват сервиса мобильный скоринг. МегаФон, в свою очередь, имеет самое широкое предложение бесплатных услуг безопасности в рамках сервисов «Ева» и «Ева+». Подписаться",34295.0
d_code,2025-10-29T08:01:38+00:00,122.0,19.0,3,За безопасность ФСБ потребовала от банков до 2027 года установить системы оперативно-розыскных мероприятий для хранения переписки и контента пользователей. Детали: ↖ https://kod.ru/sistemy-slezheniya-za-perepiskoi,33291.0
d_code,2025-10-29T05:33:06+00:00,51.0,25.0,0,"Среда. Немного новостей: — OpenAI раздаст годовую подписку на ChatGPT, но только пользователям одной страны https://kod.ru/openai-razdast-podpisku-na-chatgpt — В YouTube появится 20 видов кнопки «Мне нравится» https://kod.ru/youtube-dobavil-20-vidov-like $2,27 | $112,5K | ₽79,67",35375.0
d_code,2025-10-28T10:01:27+00:00,215.0,77.0,1,"Что-то новенькое В Москве на конференции, посвящённой новой Алисе AI, Яндекс анонсировал выход носимых ИИ-устройств для работы с ассистентом. Подробности: ↖ https://kod.ru/yandex-alisa-ai-nosimy-gadget",32642.0
d_code,2025-10-28T08:33:09+00:00,171.0,32.0,3,"Отмыв денег криптой хотят искоренить В ЦБ РФ хотят законодательно отрегулировать сферу криптообменников — для этого потребуется создать законодательство, которое устанавливает правила, прямо описывает и обеляет эту сферу. Подробнее об инициативе: ↖ https://kod.ru/crypto-obmenniky-regulation",33622.0
d_code,2025-10-28T05:40:20+00:00,22.0,49.0,2,"Вторник. Немного новостей: — Илон Маск запустил собственную альтернативу «Википедии» — Grokipedia https://kod.ru/musk-zapustil-grpkipedia — Эксперты Kaspersky GReAT сообщили о первом зафиксированном применении коммерческого шпионского ПО от бывшей HackingTeam https://kod.ru/kaspersky-great-hacking-team — В пять раз увеличилось потребление генеративных нейросетей клиентами Yandex B2B Tech https://kod.ru/yandex-ai-studio-ai-potreblenie $2,23 | $113,9K | ₽79,27",35593.0
d_code,2025-10-27T07:49:40+00:00,336.0,145.0,2,"Жидкое стекло на Android В бета-версии Telegram для Android обновился дизайн нижней панели. Теперь она обладает эффектом в стиле жидкого стекла, как в iOS 26. Изменения затронули строку с полем для ввода сообщения, а также кнопку переключения уведомлений у каналов, последняя также получила дополнительную кнопку с функцией поиска. Обе панельки теперь не привязаны к нижней границе экрана, а представляют из себя небольшой полупрозрачный островок. Подписаться",34620.0
d_code,2025-09-12T17:31:51+00:00,311.0,27.0,7,"Готовьте попкорн, время кино Собрали шесть свежих фильмов, которые идеально подходят для домашнего просмотра. Здесь есть захватывающие триллеры, интересные детективы, и лёгкие комедии — то, что нужно в конце рабочей недели. Выбирайте себе настроение на вечер: https://kod.ru/top-6-novykh-filmov-sep-2025",36683.0
ENews112,2025-11-01T14:40:03+00:00,151.0,,10,"В Брянске суд взыскал 700 тысяч рублей с мясной компании из-за попавшей в ДТП... коровы. Дело в том, что водитель на Фиате случайно сбил животное в условиях плохой видимости, ведь принадлежащая ""Брянской мясной компании"" корова вышла с пастбища на трассу. ""Влетел"" водитель и в корову, и в копеечку — починка автомобиля обошлась шофёру в 2+ млн рублей. Мужик отыскал компанию, которая владеет пастбищем, и подал иск. Однако суд постановил, что водитель мог избежать аварии, поэтому в итоге ему выплатят всего лишь 700 тысяч рублей. Такая корова не нужна самому. Главные происшествия — 112",46649.0
ENews112,2025-11-01T11:39:40+00:00,351.0,,10,"За городом или за океаном? Новые подробности исчезновения бизнесмена Усольцева. 112 узнал новые детали о пропавшей в Красноярском крае семье Усольцевых: от штрафов до сотрудничества с США. Глава семьи, Сергей Усольцев, неоднократно привлекался к административной ответственности — по делам о нарушении финансового и налогового законодательства. Большинство из них касаются его фирмы ООО ""Международный Центр Развития-Железногорск"". Кроме того, в конце 90-х бизнесмен участвовал в программе Департамента энергетики США ""Инициатива атомных городов"" в родном Железногорске. Спустя время активно критиковал власть и её экономическую политику. В одном из интервью в 2015 году Сергей твердил, что государство ""душит"" реальный сектор, а российскую экономику ждёт скорый крах. ""А не проще с этими деньгами уехать в Таиланд и стать там дауншифтером?"" — резюмировал Усольцев. Поиски Усольцева и его семьи продолжаются с сентября, когда мужчина, взяв с собой жену и пятилетнюю дочь, отправился в поход в горы Красноярского края. Полное отсутствие следов дало местным повод думать о нападении на семью медведей, но доказать эту версию пока не удалось. На этом фоне в соцсетях стала обсуждаться другая версия — семья могла не пропасть, а целенаправленно скрыться, однако она никак официально не подтверждена. Главные происшествия — 112",60544.0
ENews112,2025-11-01T09:11:37+00:00,102.0,,10,Расследование уголовного дела еще одной блогерши завершено — перед судом предстанет Александра Митрошина. Ее обвиняют в отмывании денежных средств. Блогер уклонилась от уплаты налогов свыше 127 млн рублей. Уголовное дело направлено в суд для рассмотрения его по существу. Главные происшествия — 112,67076.0
ENews112,2025-10-30T10:09:33+00:00,1119.0,,10,"«Спасали всем селом» В Забайкалье развернулась настоящая операция по спасению рыси, которая забралась на столб. Дикая кошка залезла на деревянную опору ЛЭП пару часов назад. Как рассказывают местные, зверя туда загнала стая собак. Десятки жителей посёлка Могойтуй собрались у столба и организовали настоящую операцию по спасению рыси: подогнали к опоре кран и попытались забрать рысь вручную. Гордое животное не оценило попытку и спустилось само, а администрация решила отвезти животное в ветклинику.",118920.0
ENews112,2025-10-30T09:02:27+00:00,233.0,,10,"В Ростове-на-Дону мужчина убил бывшую жену и свёл счеты с жизнью на рабочем месте. Экс-супруги находились в офисе энергетической компании на Большой Садовой улице, между ними произошел конфликт. Мужчина взял оружие и выстрелил в бывшую супругу, а затем покончил с собой. Возбуждено уголовное дело, на месте работают правоохранительные органы.",109834.0
ENews112,2025-10-28T13:55:46+00:00,118.0,,10,"Армен Саргсян, зарезавший Сергея Политика, заочно арестован московским судом. 33-летний убийца известного режиссёра скрылся с места преступления и до сих пор не найден, сообщили в прокуратуре. Преступление произошло на улице Сталеваров у подъезда дома, в котором жил Политик. Конфликт разгорелся на бытовой почве, а убийца и жертва даже не были знакомы. После нападения Политик был экстренно госпитализирован, но врачи не смогли спасти кинематографиста. Армену же удалось скрыться.",125906.0
ENews112,2025-10-28T12:39:19+00:00,238.0,,10,"Суд оставил без изменений приговор сыну актёра Демчога. Как сообщил адвокат подсудимого Владимир Шелупахин, Мосгорсуд не стал смягчать приговор 20-летнему Вильяму Демчогу после апелляции защиты. Летом Демчог-младший был обвинён в дропперстве (посредничестве в переводе нелегально полученных денег) и приговорён к двум годам колонии. Вместе с другими участниками преступной схемы Вильям похитил почти 2 млн рублей. Преступников судили, как организованную группу. Сын Вадима Демчога надеялся на смягчение приговора после того, как полностью признал вину и возместил ущерб потерпевшему.",116634.0
ENews112,2025-10-28T12:09:48+00:00,674.0,,0,"Оксана Самойлова приехала в суд, чтобы развестись с Джиганом. Сегодня должно было состояться техническое заседание для обсуждения деталей развода, но рэпер так и не пришёл в зал суда. Оксана рассказала, что не виделась с супругом с сентября. Четверо детей живут то у матери, то у отца. Джиган часто делится счастливыми фотографиями в сети. Также он надеется сойтись с женой и запросил у судьи три месяца на примирение. Следующее заседание пройдёт 17 ноября. Недавно одну из страниц модели взломали мошенники, которые разводят её подписчиков на деньги.",137137.0
ENews112,2025-10-27T12:54:04+00:00,146.0,,10,"Суд приговорил основателя компании «ChronoPay» Павла Врублевского к 10 годам лишения свободы. Хамовнический суд Москвы признал виновным и назначил 10 лет колонии Павлу Врублевскому по статье о мошенничестве. Ранее в ходе прений сторон, гособвинение запросило Врублевскому 12 лет колонии. Мужчина также обвиняется в краже, отмывании денег и неправомерном обороте средств платежей. По данным следствия, фигуранты обманом с помощью компании «Вангуд» (клиента ChronoPay) похищали деньги со счетов. Павел Врублевский был задержан 10 марта 2022 года. Следствие считает, что бизнесмен вместе с сотрудниками «ChronoPay» размещал в Сети недостоверную информацию, предлагая финансовое вознаграждение за участие в опросах и за успешное прогнозирование курса валют и акций. Мещанский суд Москвы 12 марта того же года арестовал Врублевского и еще трех его подельников. Им предъявили обвинение в особо крупном мошенничестве и краже. Правоохранители провели обыски в загородном доме предпринимателя. Общее число обысков по делу ChronoPay превысило 30, по их итогам силовики изъяли около $350 тыс. и 100 единиц серверов и компьютерной техники. Позднее, 24 июля 2024 года, суд заочно арестовал сына Врублевского Петра (по прозвищу «Пианист») по обвинению в умышленном уничтожении чужого имущества. Кроме того, сын основателя «ChronoPay» является фигурантом уголовных дел о вымогательствах, поджогах и рекламе крупного маркетплейса по продаже наркотиков в теневом сегменте интернета. В тот же день МВД России объявило Петра Врублевского в розыск.",163833.0
ENews112,2025-10-27T12:48:08+00:00,165.0,,0,"Сёстры Хачатурян впервые за полгода собрались вместе. К этому их побудило судебное заседание, на котором сейчас рассматривается апелляция родственников отца сестёр — Михаила. Они всё ещё не могут смириться с приговором, признавшим убитого Хачатуряна виновным в насилии посмертно. Сестрам до сих пор нельзя общаться с прессой и друг с другом.",108575.0
ENews112,2025-10-23T15:08:43+00:00,182.0,,10,"Чудом не зацепило, держали дистанцию! Известный актер Михаил Тарабукин чуть не попал во вчерашнюю массовую аварию на Невском. Федя из сериала ""Кухня"" стал очевидцем, но мог стать и участником ДТП. Он признался, что его едва не зацепило в аварии. Актер также возмутился, что Ауди ехал на красный, поэтому и влетел в несколько авто. На его глазах виновник ДТП снял номера с машины, которые были на магнитах.",109325.0
ENews112,2025-10-23T14:30:53+00:00,420.0,,10,"А теневой-то король голый! Суд изъял у ""теневого короля"" Сочи Рубена Татуляна 130 объектов недвижимости на сумму 3,9 млрд рублей. Краснодарский краевой суд оставил в силе решение Адлерского районного суда от апреля 2025 года об изъятии в доход государства недвижимости — коллегия по гражданским делам отклонила апелляционную жалобу и подтвердила конфискацию имущества. «Оспариваемым решением суд удовлетворил иск заместителя Генпрокуратуры РФ, предъявленный к ООО «Новый век», ООО «Эр Севен Груп», Георгию Татуляну, Карине Татулян и Анне Тарасовой. В доход государства было обращено имущество в виде 130 объектов недвижимости общей площадью 47 тысяч кв. м. и стоимостью свыше 3,9 млрд рублей. Решение Адлерского районного суда г. Сочи оставлено без изменений и вступило в законную силу» — сообщает объединенная пресс-служба судов региона.",111402.0
ENews112,2025-10-23T14:08:53+00:00,177.0,,10,"— Я тебя отправлю в полицию! — Хоть в интернет, хоть куда! Пострадавшие от нападения всадников в Кисловодске поделились со 112 видео нападения. На кадрах два наездника угрожают двум пенсионерам, постоянно размахивая плетками. На просьбы успокоиться реагируют агрессивно. Как только пожилой мужчина перестал вести съемку — пострадал вместе со своей супругой. Удары пенсионеры получили в лицо и предплечье, а нападавшие скрылись.",108899.0
ENews112,2025-10-21T14:16:54+00:00,526.0,,10,"Из фешенебельного миланского отеля в российский СИЗО: стилиста Эльвиру Янковскую отправили под стражу на 6 месяцев. Да, это та самая барышня, которая позиционировала себя как профессиональный имиджмейкер, и предложила блогеру Валерии Чекалиной и другим клиентам приобрести брендовые товары по ценам ниже рыночных. Но все — фейк. Это подтвердила профессиональная экспертиза. Оказалось, что приобретенные вещи Christian Dior, Prada, а также культовая сумка Hermes являются контрафактной продукцией низкого качества. Причем, закупала все Янковская с «Садовода» и «Дубровки». В отношении нее возбудили уголовное дело, но так как стилист сотрудничала со следствием, ей не стали избирать меру пресечения. Но Эльвира немного переборщила со свободой — улетела в Милан, а потом и в Париж на Неделю моды, о чем рассказывала в социальных сетях… и пропустила заседание по своему делу. В итоге Гагаринский суд Москвы принял решение об ужесточении меры пресечения и отправил ее в СИЗО на целых шесть месяцев. Зато интересных историй из Италии и Франции накопилось для сокамерниц.",113093.0
ENews112,2025-10-21T12:14:33+00:00,372.0,,10,"Первое уголовное дело о передаче телефонных номеров третьим лицам возбудили в отношении жителя Химок. Житель Подмосковья по предложению своих знакомых решил заработать: он оформлял по фальшивым доверенностям множество номеров, а затем продавал их за 9 тысяч рублей вместе с подельниками. К подозреваемому, который ходил по салонам сотовой связи, оперативники пришли домой с обысками. В рамках первого такого уголовного дела у него изъяли смартфоны, документы и сим-карты. Теперь ему грозит лишение свободы. Такие ""левые"" номера телефонов часто используются дропперами, телефонными мошенниками, наркоторговцами, но количество нелегальных схем ограничено только фантазией потенциальных преступников.",120193.0
ENews112,2025-10-21T07:51:16+00:00,472.0,,10,"Хотела ее защиты, а стала ее жертвой: бывший адвокат Александры Митрошиной долгое время обманывала свою подзащитную и кинула ее на 75 млн рублей. Адвокат Алиса Волхова и юрист Ольга Гольцева долгое время обманывали свою доверительницу. Они обещали Митрошиной вычеркнуть ее из «черных списков» Администрации Президента. На деле — никаких списков и не было, а сама Митрошина уверяет, что ее систематически ими запугивали. В итоге она заплатила больше 70 млн рублей, будучи уверенной, что это единственно верное решение «проблемы». Следствие полагает, что Волхова, пользуясь доверительными отношениями и владея сведениями о финансах блогера, организовала схему по хищению денежных средств. Адвокат и ее сообщница, по версии органов, действительно давили на Митрошину. При этом деньги поступали на счет ИП Волковой под видом медиации, которая, конечно же, не проводилась. В отношении Алисы Волховой и Ольги Гольцевой возбуждено уголовное дело по статье «Мошенничество в особо крупном размере».",123544.0
ENews112,2025-10-20T16:30:55+00:00,363.0,,10,"В Москве задержали курьера, который пытался передать пациенту наркотики в дезодоранте прямо в больницу. Доставку с запрещённым веществом заказал один из пациентов медучреждения на Парковой. Внутри пакетов с продуктами, которые привёз курьер, заметили подозрительный аэрозоль и вызвали Росгвардию. Правоохранители со служебными собаками обнаружили, что внутри баллончика вместо ""Свежести 48 часов"" находился пакетик с порошком. Вещество повезли на экспертизу, а курьера — в отдел. Анализ показал, что в пакете был клефедрон, один из самых тяжёлых наркотиков. Теперь в камере придётся попотеть.",122577.0
ENews112,2025-10-17T16:14:55+00:00,80.0,,10,"Еще двоих человек извлекли из-под завалов обрушенного завода в Стерлитамаке спасатели. Их госпитализируют в ближайшую больницу. Они получили травмы средней степени тяжести, угрозы жизни нет. Еще 2 сотрудников «Авангарда», предварительно, ищут.",119860.0
ENews112,2025-10-17T15:40:12+00:00,199.0,,10,"Шесть человек пострадали в результате взрыва на заводе «Авангард» в Стерлитамаке. Предварительно, взрыв произошел в 19:40 по местному времени, когда в цеху работали 6 сотрудников. В результате произошедшего обвалилась стена. Одно из зданий разрушено. Спасателям уже удалось достать из-под завалов одного человека, еще нескольких ищут.",119003.0
ENews112,2025-10-17T14:58:09+00:00,106.0,,10,"Ростовского убийцу своих родственников задержали по горячим следам. Сейчас оперативники допрашивают Фёдора Миляева, чтобы узнать, что побудило его расправиться с родной сестрой прямо в её доме. Теперь преступника ждет арест, а затем ему предстоит провести много лет за решеткой.",139157.0
aviadispet4er,2025-11-01T18:08:02+00:00,2.0,0.0,1,"Настоящий истребитель. Су-35С стал самым результативным истребителем XXI века, заявили в ""Ростехе"" РИА Новости. Шестая в 2025 году партия ""тридцать пятых"" передана в состав ВКС. Что известно об этой боевой машине? Рассказывает . Кто есть мистер ""тридцать пятый""? Су-35С – многофункциональный истребитель 4++, ставший в ВКС переходным звеном между четвёртым и пятым поколениями. И это не просто слова. Именно на базе Су-35С отрабатывались многие элементы будущего Су-57. Его отличает маневренность и тяговооруженность за счёт двух двигателей АЛ-41Ф1 с изменяемым вектором тяги. Крещение огнём. Первое боевое применение Су-35С зафиксировано в ходе кампании в Сирии, где лётчики ВКС РФ выполняли задачи на любой вкус: от ударов ""чугуниевыми"" авиабомбами по террористам всех мастей и до сопровождения самолетов западной ""международной коалиции"". Но новым вызовом для Су-35С стала СВО, где он встретился с противником с эшелонированной ПВО. Короли воздуха. Истребители Су-35С ВКС РФ в ходе СВО показали свою высочайшую эффективность. Например, летом 2024-го один из них сбил МиГ-29 с расстояния в 213 км ракетой Р-37М. Су-35С били и истребители Су-27, и штурмовики Су-25, и фронтовые бомбардировщики Су-24М ВВС Украины. Единственные, кого они еще не встречали в бою, – американские F-16 и французские Mirage. И то, пока. Смогут ли поставки Украине ""десятков"" обещанных F-16 изменить ситуацию в СВО? Ещё в июне 2023 года президент РФ Путин дал понять, что американские ""шестнадцатые"", которые Запад поставляет Украине, ждёт судьба переданных ВСУ западных танков: ""_Как горели танки, так и будут гореть и F-16. Сомнений в этом нет_"". Спутник Ближнее зарубежье в MAX",349.0
aviadispet4er,2025-11-01T17:04:02+00:00,1.0,0.0,1,"Дрон за секунду: SpeedyBee показала Mario Mini 25 с защёлками вместо сборки. Китайцы из SpeedyBee показали модульный FPV-дрон Mario Mini 25, собрать который можно буквально за пару секунд. Дело в том, что все компоненты фиксируются с помощью защелок - максимально быстро и, как утверждается, довольно надежно. Есть ощущение, что ломаться клипсы будут нещадно, но зато производитель заявляет о повышенной мощности и увеличенном времени полета по сравнению с аналогами. Беспилотник будет совместим с видео-системами DJI O4 / O4 Pro, что тоже хорошая новость. ™ Беспилот",730.0
aviadispet4er,2025-11-01T15:02:02+00:00,7.0,2.0,0,"Крупнейшие российские авиакомпании заказали более 300 импортозамещённых лайнеров: так, 200 МС-21 зарезервировал «Аэрофлот», S7 – более 100 Ту-214. Об этом замглавы российского правительства Виталий Савельев сообщил на полях просветительского марафона «Знание.Наука». Кроме того, вице-премьер заявил о готовности страны возобновить создание сверхзвуковых пассажирских авиалайнеров: отечественная авиапромышленность имеет такой опыт, спроектировав, выпустив и эксплуатируя в 1960-1970 гг. 16 бортов Ту-144. Также Виталий Савельев рассказал о работе властей над развитием беспилотных грузовых перевозок: для их широкого внедрения необходима проработка логистики на последних участках доставки – в городской среде.",926.0
aviadispet4er,2025-11-01T11:45:38+00:00,8.0,0.0,1,"Мини-""Чинук"" от британской Rotron Aerospace. Называется этот БПЛА с двумя большими роторами Talon DT-300, и считаться он может поистине универсальным аппаратом. Использовать его можно для разведки, доставки грузов, сбросов, или даже в качестве носителя FPV. Что по характеристикам: полезная нагрузка - 45 кг; крейсерская скорость - 80 км/ч; максимальная скорость - 120 км/ч; максимальная дальность - 140 км; с нагрузкой 30 кг - 70 км; с нагрузкой 45 кг - 25 км. А еще DT-300, как сообщается, совершил первый полноценный запуск тяжёлой ракеты с БПЛА. Он успешно запустил ракету APKWS с лазерным наведением и противотанковую ракету Javelin во время демонстрационных стрельб на военном полигоне в США. ™ Беспилот",1409.0
aviadispet4er,2025-11-01T05:32:16+00:00,11.0,0.0,4,"Сколько стоит Airbus A300 Airbus A300 стал первым самолётом компании и первым в мире двухдвигательным широкофюзеляжным лайнером. Его появление в 1970-х ознаменовало новую эпоху: более экономичные перелёты на средние и дальние расстояния. В то время новый A300 стоил около 80–90 миллионов долларов, что делало его конкурентом Boeing 767 и Douglas DC-10. Прошло почти полвека, и производство давно завершено — последний A300 сошёл с линии в 2007 году. Сегодня в небе остаётся около 170 таких самолётов, почти все переоборудованы под грузовые перевозки. Основные операторы — FedEx, UPS и DHL. Машинам по тридцать и больше лет, но они продолжают летать ежедневно, перевозя тонны посылок по всему миру. На вторичном рынке пассажирский A300 возрастом 25–30 лет стоит от 2 до 6 миллионов долларов, в зависимости от состояния и ресурса двигателей. Грузовые версии A300-600F оцениваются примерно в 4 миллиона долларов, а чтобы вернуть старый самолёт в воздух, потребуется ещё 1,5–2 миллиона долларов на восстановление и сертификацию. Главная причина низкой цены проста: возраст и расход топлива. По сравнению с современными лайнерами A300 прожорлив и требует регулярного обслуживания, которое обходится дорого. Поэтому для пассажирских перевозок он уже невыгоден, но в грузовой авиации остаётся рабочей лошадкой — надёжной, проверенной и предсказуемой. Час работы грузового A300-600F стоит около 22 тысяч долларов. Даже спустя десятилетия эти машины продолжают приносить прибыль, напоминая, что инженерная классика живёт дольше, чем её создатели могли предположить. SkyMoments – Всё про Авиацию",1992.0
aviadispet4er,2025-10-31T13:36:08+00:00,18.0,0.0,7,"Когда купил киндер-сюрприз, а внутри еще два киндер-сюрприза. #авиамемы",2272.0
aviadispet4er,2025-10-31T11:32:01+00:00,236.0,2.0,7,"Либо самый смелый пилот, либо самый большой оптимист. #авиамемы",19496.0
aviadispet4er,2025-10-31T09:32:01+00:00,4.0,0.0,3,"Забастовка на оборонных заводах Boeing: четыре месяца противостояния Конфликт между Boeing и его собственными рабочими оборонного подразделения продолжается уже четвертый месяц. Более 3200 сотрудников в Миссури и Иллинойсе снова отклонили предложение компании по контракту, продлевая забастовку, которая парализует производство военной техники. Диалог зашёл в тупик: профсоюз называет условия Boeing дешёвым пиаром, а компания ответные предложения рабочих ""пустой тратой времени"". Последнее голосование раскололо коллектив: предложение отклонили с минимальным перевесом 51% на 49%. В Boeing тут же назвали результат ""близким"" и заявили, что переходят к следующей фазе плана на случай непредвиденных обстоятельств, намекая на тех, кто готов вернуться к работе. Примечательность ситуации в том, что гигант ВПК, вооружающий полмира, оказался в жёстком клинче со своими же ключевыми специалистами. Boeing публично подсчитал, что каждый бастующий уже потерял около 30 000 долларов, пытаясь оказать давление. Пока стороны обмениваются уколами, выполнение оборонных заказов остаётся под вопросом. #злойавиатор",2163.0
aviadispet4er,2025-10-31T05:36:02+00:00,6.0,0.0,1,"Индия сделала ещё один шаг к созданию собственного беспилотного истребителя Компания Hindustan Aeronautics Limited (HAL) успешно провела первый полёт беспилотной версии учебно-тренировочного самолёта Kiran Mk-II, открыв новую страницу в развитии национальной программы Combat Air Teaming System (CATS) — индийского аналога концепций “беспилотного ведомого”, реализуемых в США и Австралии. Новый беспилотный Kiran превращает старый учебный самолёт 1970-х годов в опытный стенд для технологий ИИ, автономного управления и боевого взаимодействия человек–машина. Он способен работать как с пилотом на борту, так и полностью дистанционно, управляемый по защищённым каналам связи, созданным HAL и DRDO. В рамках программы CATS индийская корпорация разрабатывает целое семейство систем, которое изначально будет состоять из: CATS Warrior — стелс-ведомый, оснащённый РЛС с АФАР, оптико-электронной станцией и средствами РЭБ. Предполагается, что он может нести две корректируемые бомбы SAAW и ракеты класса “воздух–воздух”; CATS Hunter — высокоскоростной “микро-дрон”, способный отделяться от Warrior в полёте и поражать наземные цели. Ожидается, что лётчики истребителя Tejas или перспективного AMCA смогут управлять несколькими такими аппаратами одновременно, формируя “рои” для ударов, разведки или подавления ПВО противника. В HAL подчёркивают, что переоборудование устаревших самолётов в беспилотные платформы — это экономичный и прагматичный путь к созданию боевых дронов нового поколения. _Соцсети / HAL_ #Постфактум #HAL #БПЛА Онлайн-проект eMAKS",2132.0
aviadispet4er,2025-10-30T16:02:00+00:00,22.0,2.0,7,Веду колонну на парад малой авиации. Остальные просто для массовки. #авиамемы,2311.0
aviadispet4er,2025-10-30T13:03:01+00:00,14.0,1.0,0,"Кризис не для всех: Gulfstream отчитался о скандально высоких продажах Пока одни производители бизнес-джетов жалуются на жизнь и сбои в поставках, американцы из Gulfstream отчитываются о скандально хороших результатах. За девять месяцев 2025 года компания поставила 113 самолётов — это абсолютный рекорд за последние десять лет. Секрет успеха прост: новенькие флагманские G700 и G800, самые дорогие и дальнобойные в линейке, разлетаются как горячие пирожки. В Gulfstream хвастаются, что наладили цепочки поставок до доковидного уровня, пока конкуренты всё ещё борются с проблемами. На фоне этого успеха канадцы из Bombardier и французы из Dassault выглядят не так уверенно, с переменным успехом пытаясь угнаться за спросом в сегменте больших джетов. Так что главный скандал здесь в том, что в мире, полном потрясений, спрос на игрушки для миллиардеров не просто не упал, а взлетел до небес. #злойавиатор",2013.0
